emp_no,first_name,last_name,title,dept_no,dept_name,hire_date,to_date
444907,Sigeru,Manders,Senior Engineer,d005,Development,1987-03-01,9999-01-01
444922,Jordanka,Naudin,Senior Staff,d007,Sales,1986-09-09,9999-01-01
444934,Oddvar,Attimonelli,Senior Staff,d007,Sales,1986-01-30,9999-01-01
444946,Toshimori,Erva,Engineer,d004,Production,1987-10-09,9999-01-01
444957,Anneke,Demeyer,Senior Engineer,d005,Development,1987-08-28,9999-01-01
444978,Subbu,Poupard,Staff,d008,Research,1985-10-24,9999-01-01
444979,Takahira,Iisaku,Senior Engineer,d005,Development,1988-01-04,9999-01-01
444986,Masaki,Eldridge,Staff,d007,Sales,1986-08-26,9999-01-01
445010,Yuqun,Brobst,Senior Engineer,d006,Quality Management,1988-08-18,9999-01-01
445013,Douadi,Rodier,Engineer,d004,Production,1987-09-21,9999-01-01
445020,Renny,Ligten,Staff,d007,Sales,1987-01-02,9999-01-01
445023,Tadahiro,Dredge,Senior Staff,d007,Sales,1988-07-21,9999-01-01
445026,Kitty,Kohling,Senior Engineer,d005,Development,1988-09-16,9999-01-01
445035,Ugo,Brodal,Engineer,d005,Development,1985-11-06,9999-01-01
445039,Manu,Stemann,Senior Staff,d003,Human Resources,1985-11-03,9999-01-01
445046,Hercules,Kusakari,Senior Engineer,d008,Research,1985-03-24,9999-01-01
445050,Yongmin,Condotta,Senior Staff,d009,Customer Service,1987-06-22,9999-01-01
445065,Sandeepan,Heinisuo,Senior Engineer,d005,Development,1987-03-29,9999-01-01
445076,Limsoon,Holburn,Staff,d003,Human Resources,1988-10-12,9999-01-01
445077,Parke,Marquardt,Senior Staff,d007,Sales,1986-04-29,9999-01-01
445080,Toshimi,Takanami,Senior Engineer,d009,Customer Service,1986-12-27,9999-01-01
445082,Gro,Iacovou,Staff,d007,Sales,1985-10-21,9999-01-01
445085,Chenxi,Chorvat,Staff,d001,Marketing,1988-07-18,9999-01-01
445093,Masaru,Oskamp,Senior Staff,d003,Human Resources,1985-08-31,9999-01-01
445102,Niteen,Baak,Senior Engineer,d004,Production,1985-09-30,9999-01-01
445110,Heeju,Beerel,Engineer,d004,Production,1985-09-17,9999-01-01
445122,Brendon,Farrow,Senior Staff,d003,Human Resources,1986-03-12,9999-01-01
445124,Mariusz,Comyn,Engineer,d004,Production,1987-11-29,9999-01-01
445126,Sedat,Sadowski,Senior Engineer,d004,Production,1987-06-15,9999-01-01
445132,Yinlin,Bisiani,Senior Engineer,d004,Production,1985-04-15,9999-01-01
445137,Uinam,Burnard,Senior Engineer,d005,Development,1987-06-13,9999-01-01
445138,Janalee,Muhling,Engineer,d005,Development,1987-03-30,9999-01-01
445139,Yahiko,Oskamp,Senior Staff,d001,Marketing,1985-09-01,9999-01-01
445160,Rimli,Eiron,Engineer,d005,Development,1985-03-01,9999-01-01
445163,Saeed,Karunanithi,Senior Staff,d004,Production,1988-02-15,9999-01-01
445176,Berni,Leuchs,Engineer,d004,Production,1986-11-21,9999-01-01
445181,Steve,Ranft,Engineer,d004,Production,1985-06-17,9999-01-01
445182,Subhankar,Kitai,Senior Staff,d007,Sales,1985-07-02,9999-01-01
445190,Nimmagadda,Millington,Staff,d009,Customer Service,1987-09-05,9999-01-01
445202,Gudjon,Sanella,Engineer,d004,Production,1986-03-09,9999-01-01
445210,Qingxiang,Biron,Technique Leader,d005,Development,1987-05-25,9999-01-01
445218,Gino,Decaestecker,Staff,d007,Sales,1987-02-22,9999-01-01
445220,Florina,Luft,Senior Staff,d007,Sales,1986-03-05,9999-01-01
445223,Sachin,Ruemmler,Senior Staff,d007,Sales,1986-11-15,9999-01-01
445228,Yucel,Pietracaprina,Staff,d003,Human Resources,1987-11-11,9999-01-01
445239,Ebru,Schapiro,Senior Engineer,d006,Quality Management,1986-12-26,9999-01-01
445240,Cordelia,Garnier,Engineer,d005,Development,1988-01-29,9999-01-01
445242,Goh,Conia,Staff,d009,Customer Service,1985-11-20,9999-01-01
445248,Leandro,Bellone,Technique Leader,d005,Development,1988-04-09,9999-01-01
445249,Nobuyoshi,Gargeya,Staff,d007,Sales,1987-03-31,9999-01-01
445250,Alenka,Zaiane,Senior Engineer,d006,Quality Management,1985-11-29,9999-01-01
445251,Ingemar,Terekhov,Technique Leader,d004,Production,1985-06-29,9999-01-01
445264,Yannik,Masamoto,Engineer,d005,Development,1985-03-30,9999-01-01
445267,Dmitri,Koblitz,Senior Engineer,d006,Quality Management,1987-11-09,9999-01-01
445274,Gou,Leonhardt,Staff,d002,Finance,1988-03-15,9999-01-01
445283,Dmitry,Attimonelli,Engineer,d004,Production,1985-06-25,9999-01-01
445303,Lillian,Angel,Staff,d009,Customer Service,1985-03-17,9999-01-01
445304,Francoise,Polupanov,Staff,d002,Finance,1986-11-28,9999-01-01
445306,Arvind,Taubman,Staff,d007,Sales,1987-06-24,9999-01-01
445314,Adel,Caine,Senior Engineer,d005,Development,1986-03-16,9999-01-01
445315,Otmar,Conde,Staff,d007,Sales,1987-09-10,9999-01-01
445316,Moni,Straney,Staff,d005,Development,1987-02-16,9999-01-01
445330,Lijie,Mitina,Staff,d008,Research,1988-01-30,9999-01-01
445334,Perla,Sessa,Engineer,d005,Development,1986-09-27,9999-01-01
445355,Susanne,Dengi,Senior Engineer,d005,Development,1985-07-25,9999-01-01
445366,Raimond,Panienski,Staff,d001,Marketing,1986-03-03,9999-01-01
445370,Leaf,Shinomoto,Senior Engineer,d009,Customer Service,1985-12-19,9999-01-01
445371,Phillip,Tempesti,Technique Leader,d005,Development,1988-01-06,9999-01-01
445381,Heekeun,Solovay,Staff,d007,Sales,1986-11-25,9999-01-01
445389,Sariel,Begiun,Engineer,d005,Development,1986-03-03,9999-01-01
445391,Tesuro,Hopewell,Staff,d007,Sales,1987-02-28,9999-01-01
445397,Stein,Servi,Engineer,d004,Production,1985-09-24,9999-01-01
445402,Hatem,Perz,Staff,d002,Finance,1985-02-05,9999-01-01
445410,Elvia,Brodie,Engineer,d005,Development,1985-08-04,9999-01-01
445412,Odinaldo,Ratzlaff,Senior Staff,d007,Sales,1985-07-11,9999-01-01
445414,Subhankar,Teitelbaum,Senior Staff,d009,Customer Service,1987-06-26,9999-01-01
445416,Kasturi,Awdeh,Engineer,d004,Production,1987-11-14,9999-01-01
445460,Barna,Lamma,Technique Leader,d004,Production,1987-07-03,9999-01-01
445463,Gopalakrishnan,Perna,Senior Staff,d001,Marketing,1985-04-20,9999-01-01
445479,Urs,Porotnikoff,Engineer,d004,Production,1985-05-26,9999-01-01
445484,Yagil,Ventosa,Senior Engineer,d005,Development,1986-08-05,9999-01-01
445493,Arvind,Ramsey,Senior Engineer,d005,Development,1987-01-12,9999-01-01
445497,Jouko,Hofmeyr,Senior Staff,d009,Customer Service,1986-09-25,9999-01-01
445499,Shem,Shumilov,Engineer,d004,Production,1985-09-04,9999-01-01
445501,Behnaam,Wolniewicz,Technique Leader,d004,Production,1985-09-02,9999-01-01
445505,Vugranam,Khalid,Staff,d007,Sales,1986-12-14,9999-01-01
445509,Hein,Templeman,Staff,d007,Sales,1985-11-14,9999-01-01
445524,Djelloul,Radivojevic,Senior Staff,d001,Marketing,1987-05-28,9999-01-01
445531,Jamaludin,Randt,Senior Engineer,d004,Production,1988-05-11,9999-01-01
445534,Poorav,Picht,Senior Engineer,d004,Production,1985-07-24,9999-01-01
445546,Mandell,Encarnacion,Engineer,d004,Production,1987-12-25,9999-01-01
445550,Shaz,Baik,Technique Leader,d005,Development,1988-08-24,9999-01-01
445552,Ziyad,Kleiser,Staff,d007,Sales,1988-02-27,9999-01-01
445556,Badri,Schaar,Staff,d009,Customer Service,1985-05-30,9999-01-01
445562,Alair,Pietracaprina,Senior Staff,d007,Sales,1986-05-27,9999-01-01
445574,Erzsebet,Murtha,Engineer,d004,Production,1987-07-03,9999-01-01
445580,Mori,Lung,Senior Staff,d004,Production,1988-11-25,9999-01-01
445597,Thodoros,Murthy,Senior Engineer,d004,Production,1985-02-13,9999-01-01
445600,Patricia,Schlegelmilch,Engineer,d005,Development,1988-06-28,9999-01-01
445611,Chrisa,Murtafg,Senior Staff,d008,Research,1985-09-08,9999-01-01
445614,Xudong,Riexinger,Senior Staff,d001,Marketing,1987-02-06,9999-01-01
445621,Shmuel,Impagliazzo,Engineer,d005,Development,1986-02-19,9999-01-01
445622,Sasan,Iisaka,Senior Staff,d002,Finance,1988-10-29,9999-01-01
445626,Satoru,Lanphier,Staff,d007,Sales,1986-02-13,9999-01-01
445630,Bangqing,Rosch,Engineer,d004,Production,1986-01-14,9999-01-01
445632,Zhiguo,Bressoud,Senior Staff,d007,Sales,1987-12-26,9999-01-01
445633,Michaela,Barriga,Senior Engineer,d004,Production,1985-04-13,9999-01-01
445634,Erez,Chandrasekhar,Staff,d008,Research,1986-11-11,9999-01-01
445654,Shietung,Hertweck,Staff,d007,Sales,1987-03-01,9999-01-01
445659,Jagoda,Bodoff,Senior Staff,d007,Sales,1985-07-09,9999-01-01
445682,Jongsuk,Peha,Staff,d008,Research,1986-05-09,9999-01-01
445688,Gunilla,Carrere,Technique Leader,d004,Production,1985-03-14,9999-01-01
445689,Naraig,Shihab,Senior Engineer,d004,Production,1986-11-02,9999-01-01
445701,Luigi,Naumovich,Senior Staff,d003,Human Resources,1987-04-13,9999-01-01
445703,Badri,Murtha,Senior Staff,d009,Customer Service,1985-03-18,9999-01-01
445715,Shooichi,Schurmann,Senior Staff,d007,Sales,1987-07-14,9999-01-01
445716,Sachio,Douceur,Engineer,d005,Development,1986-08-25,9999-01-01
445721,Arra,Falby,Senior Engineer,d005,Development,1987-07-19,9999-01-01
445728,Herb,Lorin,Engineer,d006,Quality Management,1988-10-06,9999-01-01
445742,Ayonca,Teitelbaum,Senior Engineer,d006,Quality Management,1987-04-16,9999-01-01
445743,Nagui,Clouatre,Engineer,d005,Development,1987-10-07,9999-01-01
445757,Heeju,Chiola,Assistant Engineer,d004,Production,1986-05-11,9999-01-01
445760,Pohua,Schicker,Engineer,d005,Development,1987-06-21,9999-01-01
445769,Theirry,Aingworth,Engineer,d004,Production,1988-02-01,9999-01-01
445772,Tuval,Oehlmann,Senior Engineer,d005,Development,1987-03-05,9999-01-01
445787,Conrado,Cannard,Senior Engineer,d005,Development,1985-08-02,9999-01-01
445790,Visit,Luon,Senior Engineer,d008,Research,1985-07-21,9999-01-01
445840,Marko,Czaja,Senior Staff,d007,Sales,1985-12-10,9999-01-01
445844,Jeane,Slobodova,Engineer,d004,Production,1988-09-18,9999-01-01
445848,Qunsheng,Emden,Engineer,d005,Development,1986-03-15,9999-01-01
445852,Bernt,Doering,Staff,d009,Customer Service,1988-11-02,9999-01-01
445888,Munir,Geffroy,Senior Engineer,d004,Production,1988-10-10,9999-01-01
445889,Christophe,Standera,Senior Engineer,d005,Development,1986-05-15,9999-01-01
445897,Oddvar,Krybus,Senior Engineer,d005,Development,1986-12-06,9999-01-01
445900,Zissis,Parfitt,Engineer,d006,Quality Management,1987-10-24,9999-01-01
445902,Ziyad,Dulli,Engineer,d005,Development,1988-05-01,9999-01-01
445910,Patricia,Fritzsche,Senior Staff,d007,Sales,1985-12-21,9999-01-01
445911,JoAnne,Gide,Senior Engineer,d005,Development,1986-04-28,9999-01-01
445928,Abdulah,Ermel,Senior Engineer,d005,Development,1986-09-22,9999-01-01
445931,Amabile,Falster,Senior Staff,d001,Marketing,1987-01-19,9999-01-01
445932,Mariusz,Schrooten,Engineer,d005,Development,1985-07-01,9999-01-01
445934,Beshir,Casperson,Staff,d002,Finance,1988-07-17,9999-01-01
445964,Alagu,Kaelbling,Technique Leader,d005,Development,1987-01-12,9999-01-01
445970,Chuanti,Polajnar,Senior Staff,d008,Research,1986-06-02,9999-01-01
445985,Van,Ginesta,Engineer,d005,Development,1988-08-03,9999-01-01
445988,Denny,Yetto,Engineer,d004,Production,1985-11-08,9999-01-01
445995,Mabo,Denny,Senior Engineer,d005,Development,1985-06-25,9999-01-01
446024,Susanna,Srimani,Engineer,d004,Production,1986-11-27,9999-01-01
446026,Bikash,Ritcey,Staff,d004,Production,1987-09-21,9999-01-01
446030,Mahmut,Peris,Senior Engineer,d004,Production,1986-01-06,9999-01-01
446036,Supot,McClurg,Senior Engineer,d005,Development,1985-12-11,9999-01-01
446038,Sangeeta,Ponthieu,Engineer,d004,Production,1986-06-25,9999-01-01
446045,Margareta,Narwekar,Staff,d007,Sales,1986-05-26,9999-01-01
446061,Moie,Koyama,Senior Engineer,d004,Production,1985-05-03,9999-01-01
446071,Rasiah,Danner,Staff,d007,Sales,1986-05-04,9999-01-01
446080,Oksana,Boudaillier,Senior Staff,d003,Human Resources,1988-09-08,9999-01-01
446083,Subir,Chiodo,Technique Leader,d005,Development,1986-02-17,9999-01-01
446087,Samphel,Farris,Staff,d001,Marketing,1987-12-25,9999-01-01
446088,Nevin,Verspoor,Senior Engineer,d005,Development,1988-05-11,9999-01-01
446089,Junsik,Serov,Senior Engineer,d005,Development,1988-02-09,9999-01-01
446100,Faiza,Mitina,Senior Engineer,d006,Quality Management,1985-08-09,9999-01-01
446108,Georg,Reinhart,Senior Staff,d007,Sales,1987-11-28,9999-01-01
446115,Marko,Heyers,Assistant Engineer,d006,Quality Management,1986-10-13,9999-01-01
446123,Chirstian,Velasco,Engineer,d005,Development,1988-08-28,9999-01-01
446128,Filipe,Rajaraman,Senior Staff,d007,Sales,1986-12-20,9999-01-01
446131,Carrsten,Desikan,Engineer,d006,Quality Management,1986-08-17,9999-01-01
446139,Odoardo,Schlenzig,Senior Engineer,d005,Development,1987-01-25,9999-01-01
446147,Krassimir,Karunanithi,Senior Staff,d005,Development,1985-03-23,9999-01-01
446178,Georg,Fiutem,Senior Engineer,d004,Production,1988-10-12,9999-01-01
446189,Kwangyoen,Muhlberg,Senior Staff,d002,Finance,1988-05-07,9999-01-01
446190,Jaroslava,Baba,Engineer,d004,Production,1987-10-04,9999-01-01
446193,Yoshimitsu,Gimbel,Senior Engineer,d005,Development,1987-02-07,9999-01-01
446195,Licheng,Shimshoni,Senior Engineer,d004,Production,1986-10-01,9999-01-01
446209,Arumugam,Iisaka,Senior Staff,d009,Customer Service,1986-03-28,9999-01-01
446223,Gay,Perin,Senior Staff,d007,Sales,1985-08-09,9999-01-01
446241,Oscar,Schrooten,Senior Engineer,d005,Development,1985-12-25,9999-01-01
446243,Along,Schwartzbauer,Staff,d007,Sales,1985-02-14,9999-01-01
446244,Denis,Baez,Senior Staff,d007,Sales,1985-11-18,9999-01-01
446259,Qingxiang,Birjandi,Senior Staff,d003,Human Resources,1988-03-21,9999-01-01
446264,Kasturi,Barriga,Senior Engineer,d006,Quality Management,1987-12-16,9999-01-01
446274,Lucian,Penttonen,Technique Leader,d005,Development,1988-04-07,9999-01-01
446276,Becky,Stroustrup,Senior Staff,d009,Customer Service,1987-12-05,9999-01-01
446283,Shrikanth,Wursthorn,Engineer,d005,Development,1986-04-14,9999-01-01
446285,Arto,Shanbhogue,Senior Engineer,d004,Production,1985-09-04,9999-01-01
446287,Bilhanan,Nyrup,Engineer,d005,Development,1985-09-10,9999-01-01
446290,Itzchak,Lortz,Staff,d008,Research,1987-07-08,9999-01-01
446302,Zhiguo,Siepmann,Engineer,d005,Development,1988-07-10,9999-01-01
446314,Yuguang,Speek,Engineer,d004,Production,1986-12-08,9999-01-01
446319,Adam,Siepmann,Staff,d007,Sales,1985-02-10,9999-01-01
446324,Marit,Matzov,Engineer,d005,Development,1987-05-24,9999-01-01
446326,Basem,Peak,Engineer,d006,Quality Management,1988-12-09,9999-01-01
446328,Feixiong,Pehl,Assistant Engineer,d004,Production,1986-03-30,9999-01-01
446348,Panayotis,Kalloufi,Senior Staff,d008,Research,1985-10-05,9999-01-01
446350,Marl,Zolotykh,Engineer,d004,Production,1985-06-22,9999-01-01
446352,Sariel,Muhlberg,Engineer,d005,Development,1988-11-27,9999-01-01
446355,Kiam,Vieri,Engineer,d005,Development,1986-08-04,9999-01-01
446370,Bedrich,Sewelson,Staff,d001,Marketing,1985-06-16,9999-01-01
446376,Duangkaew,DeMori,Staff,d002,Finance,1985-06-12,9999-01-01
446380,Fumiyo,Egerstedt,Staff,d004,Production,1986-05-25,9999-01-01
446391,Kauko,Camarinopoulos,Senior Engineer,d005,Development,1985-07-16,9999-01-01
446402,Goa,Snedden,Senior Engineer,d004,Production,1985-05-30,9999-01-01
446404,Malu,Luks,Engineer,d005,Development,1985-10-07,9999-01-01
446439,Marko,Kuszyk,Engineer,d004,Production,1985-06-17,9999-01-01
446448,Lobel,Gulla,Senior Staff,d001,Marketing,1985-03-06,9999-01-01
446455,Mabhin,Honiden,Engineer,d006,Quality Management,1985-06-02,9999-01-01
446456,Shimshon,Usery,Senior Engineer,d005,Development,1985-02-06,9999-01-01
446468,Kagan,Lanphier,Engineer,d004,Production,1988-12-20,9999-01-01
446469,Yucai,Krupka,Technique Leader,d005,Development,1986-04-22,9999-01-01
446505,Lubomir,Neimat,Senior Engineer,d005,Development,1987-04-06,9999-01-01
446511,Guoxiang,Hennings,Staff,d002,Finance,1986-07-02,9999-01-01
446512,Chiranjit,Ruther,Technique Leader,d004,Production,1985-06-22,9999-01-01
446516,Kristin,Schlegelmilch,Engineer,d004,Production,1986-01-21,9999-01-01
446533,Xiaoshan,Kalorkoti,Engineer,d004,Production,1987-12-13,9999-01-01
446544,Conal,Kumaresan,Engineer,d004,Production,1986-09-12,9999-01-01
446558,Weiyi,Braunschweig,Staff,d001,Marketing,1986-06-19,9999-01-01
446561,Sivanarayana,Sridhar,Engineer,d004,Production,1988-03-23,9999-01-01
446565,Phule,Passafiume,Staff,d007,Sales,1987-09-12,9999-01-01
446574,Lijia,Vuskovic,Staff,d003,Human Resources,1985-06-06,9999-01-01
446602,Uzi,Reistad,Staff,d003,Human Resources,1985-10-18,9999-01-01
446607,Urs,Hinsberger,Staff,d002,Finance,1988-04-19,9999-01-01
446611,Moto,Garigliano,Senior Staff,d007,Sales,1986-02-14,9999-01-01
446631,Nakhoon,Biros,Senior Staff,d003,Human Resources,1987-10-05,9999-01-01
446633,Junichi,Zeidenstein,Senior Engineer,d004,Production,1985-09-04,9999-01-01
446640,Stevo,Crooks,Senior Staff,d008,Research,1985-04-13,9999-01-01
446645,Ferdinand,Ranst,Senior Staff,d007,Sales,1987-02-20,9999-01-01
446669,Gor,Pezzoli,Senior Engineer,d004,Production,1988-09-06,9999-01-01
446670,Alejandro,Gerteisen,Staff,d003,Human Resources,1988-10-07,9999-01-01
446695,Filipe,Einsfeld,Engineer,d005,Development,1985-05-22,9999-01-01
446727,Unal,Merks,Senior Staff,d001,Marketing,1988-10-20,9999-01-01
446735,Taizo,Tiemann,Senior Staff,d007,Sales,1987-03-16,9999-01-01
446744,Vishv,Rahier,Engineer,d004,Production,1988-04-25,9999-01-01
446758,Chaitali,Peha,Senior Staff,d007,Sales,1985-03-25,9999-01-01
446768,Conor,Kroha,Staff,d009,Customer Service,1988-12-17,9999-01-01
446772,Nathan,Pettis,Senior Engineer,d006,Quality Management,1988-06-22,9999-01-01
446788,Peer,Chaudhury,Senior Staff,d001,Marketing,1985-10-11,9999-01-01
446795,Cheong,Famili,Senior Engineer,d004,Production,1988-04-16,9999-01-01
446801,Yolla,Kropp,Senior Engineer,d004,Production,1986-03-13,9999-01-01
446802,Parviz,Rosis,Senior Engineer,d004,Production,1985-05-04,9999-01-01
446804,Hilari,Iacovou,Senior Staff,d002,Finance,1987-07-18,9999-01-01
446815,Zhonghui,Badr,Senior Staff,d008,Research,1985-09-24,9999-01-01
446822,Patricio,Riefers,Engineer,d004,Production,1985-03-13,9999-01-01
446848,Lenore,Oskamp,Engineer,d004,Production,1986-05-02,9999-01-01
446863,Haldon,Flowers,Senior Engineer,d004,Production,1985-12-09,9999-01-01
446871,Munenori,Brobst,Engineer,d004,Production,1988-09-10,9999-01-01
446888,Ishfaq,Iisaku,Staff,d004,Production,1986-03-05,9999-01-01
446891,Susanta,Heuser,Staff,d007,Sales,1988-09-29,9999-01-01
446894,Heather,Rousseau,Staff,d009,Customer Service,1988-02-17,9999-01-01
446905,Oscal,Cools,Senior Staff,d001,Marketing,1986-08-12,9999-01-01
446931,Lihong,Openshaw,Engineer,d004,Production,1988-11-07,9999-01-01
446966,Shaowen,Tyugu,Senior Staff,d002,Finance,1988-07-03,9999-01-01
446978,Hyuckchul,Nollmann,Senior Staff,d007,Sales,1985-05-24,9999-01-01
446981,Yannik,Chartres,Staff,d009,Customer Service,1985-05-27,9999-01-01
446982,Ipke,Siegrist,Engineer,d009,Customer Service,1986-02-17,9999-01-01
446990,Zhanqiu,Streng,Senior Engineer,d005,Development,1985-06-06,9999-01-01
446991,Elgin,Polupanov,Senior Engineer,d004,Production,1987-10-07,9999-01-01
447001,Moty,Beetstra,Senior Engineer,d004,Production,1985-07-25,9999-01-01
447008,Zsolt,Cooman,Senior Staff,d007,Sales,1986-09-06,9999-01-01
447017,Ramachenga,Vecchi,Senior Engineer,d008,Research,1987-07-14,9999-01-01
447021,Shigeu,Denna,Staff,d003,Human Resources,1986-04-10,9999-01-01
447023,Masaki,Joslin,Technique Leader,d004,Production,1988-06-14,9999-01-01
447025,Ferdinand,Veevers,Senior Engineer,d009,Customer Service,1987-09-12,9999-01-01
447045,Xiaocheng,Baak,Staff,d004,Production,1988-02-18,9999-01-01
447061,Ewing,Pluym,Staff,d007,Sales,1986-03-04,9999-01-01
447072,George,Mukaidono,Engineer,d005,Development,1988-09-24,9999-01-01
447075,Charlene,Mellouli,Senior Engineer,d005,Development,1988-04-25,9999-01-01
447076,Teruyuki,Straney,Staff,d007,Sales,1985-08-07,9999-01-01
447079,Dante,Stanger,Senior Engineer,d004,Production,1985-09-18,9999-01-01
447081,Chinhyun,Colorni,Senior Staff,d002,Finance,1987-03-18,9999-01-01
447091,Suzette,Perfilyeva,Staff,d007,Sales,1986-02-09,9999-01-01
447092,Inderjeet,Lorho,Senior Staff,d007,Sales,1987-11-14,9999-01-01
447101,Tse,Parhami,Staff,d003,Human Resources,1986-12-22,9999-01-01
447121,Girolamo,Giveon,Senior Staff,d009,Customer Service,1988-11-27,9999-01-01
447127,Shigeaki,Delaune,Engineer,d005,Development,1985-11-06,9999-01-01
447132,Masaru,Crelier,Senior Staff,d009,Customer Service,1985-04-29,9999-01-01
447149,Teiji,Eppinger,Staff,d001,Marketing,1988-03-29,9999-01-01
447164,Ulises,Deverell,Senior Engineer,d005,Development,1985-06-04,9999-01-01
447194,Anneke,Rando,Engineer,d008,Research,1985-10-24,9999-01-01
447195,Jaques,Ruemmler,Staff,d007,Sales,1986-07-30,9999-01-01
447203,Gila,Lienhardt,Senior Staff,d007,Sales,1986-05-21,9999-01-01
447213,Adas,Warwick,Senior Engineer,d009,Customer Service,1985-02-28,9999-01-01
447215,Danae,Mullainathan,Senior Engineer,d004,Production,1985-12-04,9999-01-01
447220,Inderjeet,Malinowski,Senior Engineer,d004,Production,1986-09-07,9999-01-01
447238,Shigehito,Comte,Senior Engineer,d005,Development,1986-08-28,9999-01-01
447240,Maja,Riefers,Senior Staff,d007,Sales,1987-11-06,9999-01-01
447241,Satosi,Azevdeo,Senior Engineer,d004,Production,1987-02-11,9999-01-01
447242,Gino,Keustermans,Engineer,d005,Development,1986-06-24,9999-01-01
447260,Ramalingam,Kalorkoti,Senior Engineer,d005,Development,1986-06-01,9999-01-01
447274,Hongzhu,Journel,Senior Staff,d001,Marketing,1985-07-06,9999-01-01
447275,Ranga,Kenevan,Staff,d003,Human Resources,1987-05-30,9999-01-01
447294,Florian,Kitsuregawa,Engineer,d005,Development,1988-01-24,9999-01-01
447307,Barton,Butterworth,Engineer,d009,Customer Service,1987-09-02,9999-01-01
447322,Marc,Snedden,Senior Engineer,d005,Development,1985-03-04,9999-01-01
447349,Yinghua,Speel,Assistant Engineer,d004,Production,1986-04-22,9999-01-01
447354,Valeska,Ghalwash,Senior Engineer,d004,Production,1988-06-08,9999-01-01
447372,Bouchung,Heijenga,Senior Staff,d009,Customer Service,1985-06-11,9999-01-01
447385,Yongqiao,Skrikant,Staff,d009,Customer Service,1988-06-30,9999-01-01
447391,Sverrir,Muhlberg,Staff,d002,Finance,1985-06-26,9999-01-01
447395,Rosalyn,Quaggetto,Senior Staff,d004,Production,1988-08-05,9999-01-01
447396,Kazuyasu,Oberman,Staff,d007,Sales,1988-02-08,9999-01-01
447399,Brewster,Murrill,Senior Engineer,d005,Development,1988-10-15,9999-01-01
447401,Perry,Feinberg,Senior Staff,d007,Sales,1988-03-13,9999-01-01
447413,Jayson,Schach,Senior Staff,d009,Customer Service,1987-09-17,9999-01-01
447420,Satoru,Peot,Engineer,d005,Development,1986-04-08,9999-01-01
447431,Kokou,Guting,Senior Engineer,d006,Quality Management,1987-12-15,9999-01-01
447449,Jordanka,Klyachko,Staff,d002,Finance,1988-11-07,9999-01-01
447454,Niteen,Improta,Senior Engineer,d005,Development,1986-04-03,9999-01-01
447462,Mart,Pileggi,Senior Engineer,d004,Production,1986-01-10,9999-01-01
447480,Maik,Leppanen,Technique Leader,d004,Production,1986-10-22,9999-01-01
447507,Gro,Kaelbling,Engineer,d004,Production,1988-06-28,9999-01-01
447530,Bodh,Zeidenstein,Staff,d002,Finance,1988-06-16,9999-01-01
447548,Kazuhide,Cardazo,Engineer,d005,Development,1986-07-14,9999-01-01
447564,Charmane,Kriebel,Engineer,d009,Customer Service,1988-03-27,9999-01-01
447565,Qunsheng,Facello,Senior Engineer,d004,Production,1987-11-17,9999-01-01
447584,Jouni,VanScheik,Senior Engineer,d005,Development,1985-12-16,9999-01-01
447614,Xinglin,Penn,Engineer,d004,Production,1986-08-27,9999-01-01
447618,Sachio,Tetzlaff,Staff,d002,Finance,1986-06-19,9999-01-01
447622,Tokuyasu,Lipner,Senior Staff,d009,Customer Service,1985-10-10,9999-01-01
447632,Yucel,Paludetto,Engineer,d005,Development,1987-09-27,9999-01-01
447635,Kitty,Ranft,Staff,d007,Sales,1985-12-06,9999-01-01
447637,Ung,Liesche,Senior Staff,d002,Finance,1986-05-23,9999-01-01
447654,Padma,Guerreiro,Engineer,d004,Production,1985-02-13,9999-01-01
447656,Seongbae,Rissland,Senior Engineer,d008,Research,1986-05-19,9999-01-01
447658,Fen,Ossenbruggen,Engineer,d004,Production,1988-10-19,9999-01-01
447665,Martien,Schaar,Senior Staff,d007,Sales,1985-04-28,9999-01-01
447701,Lucien,Etalle,Senior Staff,d001,Marketing,1986-12-24,9999-01-01
447705,Giordano,Docker,Staff,d007,Sales,1985-03-04,9999-01-01
447727,Basem,Merel,Assistant Engineer,d005,Development,1985-10-01,9999-01-01
447743,Valery,Ferretti,Senior Engineer,d006,Quality Management,1985-09-08,9999-01-01
447748,Shooichi,Hammerschmidt,Senior Engineer,d005,Development,1988-12-22,9999-01-01
447750,Fun,Engberts,Senior Engineer,d008,Research,1987-01-10,9999-01-01
447764,Berna,Plotkin,Technique Leader,d005,Development,1988-10-07,9999-01-01
447765,Arie,Chachaty,Senior Staff,d002,Finance,1987-11-23,9999-01-01
447773,Masato,Peot,Engineer,d005,Development,1988-06-05,9999-01-01
447791,Huei,Pluym,Staff,d008,Research,1985-11-21,9999-01-01
447800,Xiaoshan,Polupanov,Staff,d003,Human Resources,1985-11-09,9999-01-01
447808,Wanqing,Gimbel,Technique Leader,d005,Development,1987-06-22,9999-01-01
447816,Abdelwaheb,Buescher,Engineer,d004,Production,1985-10-25,9999-01-01
447820,Conor,Swist,Technique Leader,d004,Production,1987-03-05,9999-01-01
447822,Arvind,Suomi,Senior Engineer,d004,Production,1985-10-07,9999-01-01
447825,Remmert,Schueller,Staff,d002,Finance,1985-10-25,9999-01-01
447826,Harjit,Morris,Staff,d002,Finance,1986-12-02,9999-01-01
